player_id,name,stats_url,year,overall_winrate,citizen_winrate,sheriff_winrate,mafia_winrate,don_winrate,total_games,citizen_games,sheriff_games,mafia_games,don_games,extra_points_avg_10_games,extra_points_mafia_avg,extra_points_don_avg,extra_points_citizen_avg,extra_points_sheriff_avg
2038,Хокаге,https://gomafia.pro/stats/2038,2023,52,39,64,71,67,,49 (55%),14 (16%),14 (16%),12 (13%),0.73,0.08,0.08,0.07,0.09
2038,Хокаге,https://gomafia.pro/stats/2038,2024,49,44,31,71,70,,91 (66%),13 (9%),24 (17%),10 (7%),1.17,0.21,0.16,0.1,0.03
2039,Darand,https://gomafia.pro/stats/2039,2023,45,60,0,0,100,,5 (45%),2 (18%),2 (18%),2 (18%),0.82,0,0.15,0.1,0.05
2039,Darand,https://gomafia.pro/stats/2039,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2055,Эд,https://gomafia.pro/stats/2055,2023,45,42,50,54,33,,38 (68%),2 (4%),13 (23%),3 (5%),0.63,0.11,0.13,0.04,0.1
2055,Эд,https://gomafia.pro/stats/2055,2024,51,45,44,65,69,,93 (59%),18 (11%),31 (20%),16 (10%),0.72,0.13,0.14,0.05,0.04
2056,TEQUILA,https://gomafia.pro/stats/2056,2023,10,0,0,100,0,,7 (70%),0 (0%),1 (10%),2 (20%),0,0,0,0,0
2056,TEQUILA,https://gomafia.pro/stats/2056,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2160,Sin,https://gomafia.pro/stats/2160,2023,40,0,60,100,100,,7 (47%),5 (33%),2 (13%),1 (7%),0.87,0.3,0.3,0.03,0.04
2160,Sin,https://gomafia.pro/stats/2160,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2183,Кэрри,https://gomafia.pro/stats/2183,2023,47,24,80,83,50,,17 (57%),5 (17%),6 (20%),2 (7%),0.63,0.1,0.2,0.02,0.12
2183,Кэрри,https://gomafia.pro/stats/2183,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2198,FoMa,https://gomafia.pro/stats/2198,2023,33,31,31,36,38,,77 (60%),16 (13%),22 (17%),13 (10%),0.26,0.05,0.05,0.02,0.01
2198,FoMa,https://gomafia.pro/stats/2198,2024,36,32,50,46,23,,66 (56%),10 (9%),28 (24%),13 (11%),0.55,0.1,0.07,0.03,0.05
2206,Катастрофа,https://gomafia.pro/stats/2206,2023,45,47,33,33,100,,15 (68%),3 (14%),3 (14%),1 (5%),0.5,0.07,0,0.03,0.13
2206,Катастрофа,https://gomafia.pro/stats/2206,2024,41,38,33,60,40,,24 (65%),3 (8%),5 (14%),5 (14%),0.81,0.16,0.08,0.06,0.1
2233,Пила,https://gomafia.pro/stats/2233,2023,43,53,0,0,50,,15 (71%),1 (5%),3 (14%),2 (10%),0.29,0,0.1,0.03,0
2233,Пила,https://gomafia.pro/stats/2233,2024,53,42,67,67,75,,24 (60%),6 (15%),6 (15%),4 (10%),1.15,0.12,0.23,0.08,0.17
2239,Шоу Бой,https://gomafia.pro/stats/2239,2023,48,36,0,60,100,,14 (61%),1 (4%),5 (22%),3 (13%),0.74,0.12,0.13,0.05,0
2239,Шоу Бой,https://gomafia.pro/stats/2239,2024,52,46,67,67,50,,37 (60%),3 (5%),12 (19%),10 (16%),0.81,0.13,0.13,0.06,0
2279,LikeDance,https://gomafia.pro/stats/2279,2023,51,33,80,78,0,,21 (60%),5 (14%),9 (26%),0 (0%),0.49,0.13,0,0.01,0.04
2279,LikeDance,https://gomafia.pro/stats/2279,2024,40,43,0,75,0,,7 (47%),1 (7%),4 (27%),3 (20%),0.6,0.08,0,0.09,0
2353,Сокол,https://gomafia.pro/stats/2353,2023,47,30,0,75,100,,10 (67%),0 (0%),4 (27%),1 (7%),0.4,0.03,0.3,0.02,0
2353,Сокол,https://gomafia.pro/stats/2353,2024,36,33,0,50,0,,9 (82%),0 (0%),2 (18%),0 (0%),0.45,0.1,0,0.03,0
2355,Лостин,https://gomafia.pro/stats/2355,2023,36,27,50,50,60,,48 (69%),2 (3%),10 (14%),10 (14%),0.54,0.07,0.14,0.04,0
2355,Лостин,https://gomafia.pro/stats/2355,2024,44,38,56,57,44,,40 (56%),9 (13%),14 (19%),9 (13%),0.92,0.12,0.14,0.06,0.14
2385,Eminem,https://gomafia.pro/stats/2385,2023,20,17,0,20,33,,6 (40%),1 (7%),5 (33%),3 (20%),0.6,0.08,0.13,0.02,0
2385,Eminem,https://gomafia.pro/stats/2385,2024,56,42,75,67,80,,24 (53%),4 (9%),12 (27%),5 (11%),1.31,0.18,0.28,0.05,0.25
2431,Козерог,https://gomafia.pro/stats/2431,2023,31,15,100,29,50,,20 (56%),3 (8%),7 (19%),6 (17%),0.39,0.01,0.12,0.01,0.17
2431,Козерог,https://gomafia.pro/stats/2431,2024,48,33,56,74,67,,51 (58%),9 (10%),19 (22%),9 (10%),0.47,0.11,0.06,0.03,0
2547,Разводчик,https://gomafia.pro/stats/2547,2023,24,0,67,100,0,,12 (57%),3 (14%),3 (14%),3 (14%),0.38,0.07,0,0.04,0.03
2547,Разводчик,https://gomafia.pro/stats/2547,2024,53,45,25,77,69,,42 (55%),8 (11%),13 (17%),13 (17%),0.92,0.2,0.16,0.05,0.03
2571,Батат,https://gomafia.pro/stats/2571,2023,39,24,33,83,100,,21 (68%),3 (10%),6 (19%),1 (3%),0.97,0.18,0.3,0.07,0.07
2571,Батат,https://gomafia.pro/stats/2571,2024,41,33,40,64,45,,45 (60%),5 (7%),14 (19%),11 (15%),0.63,0.12,0.13,0.03,0.02
2576,Fender,https://gomafia.pro/stats/2576,2023,33,30,33,40,50,,23 (64%),6 (17%),5 (14%),2 (6%),0.58,0.14,0,0.05,0.03
2576,Fender,https://gomafia.pro/stats/2576,2024,34,26,0,60,60,,19 (59%),3 (9%),5 (16%),5 (16%),0.72,0.14,0.14,0.04,0.07
2587,Очамчирский,https://gomafia.pro/stats/2587,2023,64,43,100,100,100,,7 (64%),2 (18%),1 (9%),1 (9%),0.64,0,0.3,0.03,0.1
2587,Очамчирский,https://gomafia.pro/stats/2587,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2606,BjFranklin,https://gomafia.pro/stats/2606,2023,20,10,0,67,0,,10 (67%),2 (13%),3 (20%),0 (0%),0.67,0.2,0,0.04,0
2606,BjFranklin,https://gomafia.pro/stats/2606,2024,37,21,40,63,56,,24 (52%),5 (11%),8 (17%),9 (20%),0.63,0.11,0.11,0.03,0.04
2607,Рубик,https://gomafia.pro/stats/2607,2023,44,31,80,100,0,,16 (64%),5 (20%),2 (8%),2 (8%),0.48,0.2,0,0.03,0.06
2607,Рубик,https://gomafia.pro/stats/2607,2024,50,36,40,82,50,,22 (55%),5 (13%),11 (28%),2 (5%),0.9,0.17,0.1,0.05,0.1
2608,Артишок,https://gomafia.pro/stats/2608,2023,60,55,67,100,0,,11 (73%),3 (20%),1 (7%),0 (0%),0.67,0.2,0,0.05,0.07
2608,Артишок,https://gomafia.pro/stats/2608,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2610,Кефирчик,https://gomafia.pro/stats/2610,2023,48,43,0,50,75,,14 (56%),1 (4%),6 (24%),4 (16%),0.44,0.03,0.05,0.05,0
2610,Кефирчик,https://gomafia.pro/stats/2610,2024,47,28,60,67,75,,18 (50%),5 (14%),9 (25%),4 (11%),0.64,0.09,0.15,0.03,0.08
2611,Добер,https://gomafia.pro/stats/2611,2023,36,57,0,0,0,,7 (64%),1 (9%),1 (9%),2 (18%),0.09,0,0,0.01,0
2611,Добер,https://gomafia.pro/stats/2611,2024,48,38,67,75,0,,13 (62%),3 (14%),4 (19%),1 (5%),0.62,0.2,0,0.03,0.03
2620,Фрэнки,https://gomafia.pro/stats/2620,2023,39,39,100,40,25,,31 (67%),1 (2%),10 (22%),4 (9%),0.3,0.07,0.03,0.02,0
2620,Фрэнки,https://gomafia.pro/stats/2620,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2625,13.,https://gomafia.pro/stats/2625,2023,40,24,33,100,100,,21 (70%),3 (10%),3 (10%),3 (10%),0.67,0.27,0.13,0.03,0.07
2625,13.,https://gomafia.pro/stats/2625,2024,47,36,100,50,0,,11 (73%),2 (13%),2 (13%),0 (0%),0.8,0.1,0,0.08,0.05
2665,Мистер,https://gomafia.pro/stats/2665,2023,38,29,0,50,67,,17 (65%),0 (0%),6 (23%),3 (12%),0.31,0.03,0.07,0.02,0
2665,Мистер,https://gomafia.pro/stats/2665,2024,27,38,0,0,0,,8 (73%),0 (0%),2 (18%),1 (9%),0.27,0,0,0.04,0
2704,Leeroyka,https://gomafia.pro/stats/2704,2023,38,33,0,67,50,,27 (73%),2 (5%),6 (16%),2 (5%),0.49,0.12,0,0.04,0
2704,Leeroyka,https://gomafia.pro/stats/2704,2024,53,29,75,75,86,,21 (53%),8 (20%),4 (10%),7 (18%),1.13,0.15,0.31,0.06,0.05
2740,Висконсин,https://gomafia.pro/stats/2740,2023,20,13,0,33,50,,8 (53%),2 (13%),3 (20%),2 (13%),0.4,0.2,0,0,0
2740,Висконсин,https://gomafia.pro/stats/2740,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2741,Helli,https://gomafia.pro/stats/2741,2023,45,41,57,40,67,,27 (57%),7 (15%),10 (21%),3 (6%),0.89,0.07,0.1,0.09,0.13
2741,Helli,https://gomafia.pro/stats/2741,2024,35,33,33,33,40,,9 (45%),3 (15%),3 (15%),5 (25%),0.85,0.1,0.1,0.08,0.07
2745,smKv,https://gomafia.pro/stats/2745,2023,41,30,50,64,44,,43 (58%),8 (11%),14 (19%),9 (12%),0.62,0.15,0.07,0.03,0.1
2745,smKv,https://gomafia.pro/stats/2745,2024,40,28,50,67,50,,29 (60%),6 (13%),9 (19%),4 (8%),0.69,0.1,0.08,0.06,0.07
2751,Beach House,https://gomafia.pro/stats/2751,2023,40,27,100,50,0,,11 (73%),2 (13%),2 (13%),0 (0%),1.2,0,0,0.09,0.4
2751,Beach House,https://gomafia.pro/stats/2751,2024,59,54,38,67,86,,72 (59%),13 (11%),24 (20%),14 (11%),1.33,0.18,0.21,0.11,0.11
2752,MC,https://gomafia.pro/stats/2752,2023,32,25,0,43,50,,12 (55%),1 (5%),7 (32%),2 (9%),0.45,0.09,0.1,0.02,0
2752,MC,https://gomafia.pro/stats/2752,2024,47,43,17,62,56,,30 (52%),6 (10%),13 (22%),9 (16%),0.52,0.11,0.07,0.02,0.05
2753,XIII,https://gomafia.pro/stats/2753,2023,55,40,100,100,50,,5 (45%),1 (9%),1 (9%),4 (36%),0.27,0.1,0.05,0,0
2753,XIII,https://gomafia.pro/stats/2753,2024,13,33,0,0,0,,6 (40%),3 (20%),3 (20%),3 (20%),0.07,0,0,0.02,0
2805,Ликвид,https://gomafia.pro/stats/2805,2023,33,33,0,43,33,,18 (60%),2 (7%),7 (23%),3 (10%),0.43,0.11,0,0.03,0
2805,Ликвид,https://gomafia.pro/stats/2805,2024,20,11,0,0,100,,9 (90%),0 (0%),0 (0%),1 (10%),0.4,0,0.4,0,0
2830,Simpson,https://gomafia.pro/stats/2830,2023,39,25,67,50,100,,28 (64%),3 (7%),10 (23%),3 (7%),0.82,0.13,0.1,0.06,0.13
2830,Simpson,https://gomafia.pro/stats/2830,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2832,Ханова,https://gomafia.pro/stats/2832,2023,45,38,100,0,100,,8 (73%),1 (9%),1 (9%),1 (9%),0.91,0,0.1,0.09,0.2
2832,Ханова,https://gomafia.pro/stats/2832,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2841,Иллюстрация,https://gomafia.pro/stats/2841,2023,41,38,50,20,100,,13 (59%),2 (9%),5 (23%),2 (9%),0.23,0,0,0.04,0
2841,Иллюстрация,https://gomafia.pro/stats/2841,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2844,Галла,https://gomafia.pro/stats/2844,2023,47,38,0,67,0,,8 (53%),1 (7%),6 (40%),0 (0%),0.47,0.08,0,0.03,0
2844,Галла,https://gomafia.pro/stats/2844,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2848,Dikarka,https://gomafia.pro/stats/2848,2023,50,45,67,40,50,,11 (42%),6 (23%),5 (19%),4 (15%),0.46,0.06,0.1,0.03,0.03
2848,Dikarka,https://gomafia.pro/stats/2848,2024,40,31,0,60,100,,13 (65%),1 (5%),5 (25%),1 (5%),0.45,0.04,0.3,0.02,0.1
2873,Фоkси,https://gomafia.pro/stats/2873,2023,41,34,50,40,83,,41 (71%),6 (10%),5 (9%),6 (10%),0.53,0.06,0.2,0.03,0.08
2873,Фоkси,https://gomafia.pro/stats/2873,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2884,Мёдоед,https://gomafia.pro/stats/2884,2023,55,75,50,50,0,,4 (36%),4 (36%),2 (18%),1 (9%),0.64,0.1,0,0.13,0
2884,Мёдоед,https://gomafia.pro/stats/2884,2024,54,39,100,100,80,,18 (69%),1 (4%),2 (8%),5 (19%),1.38,0.15,0.28,0.09,0.3
2905,Мэри Джейн,https://gomafia.pro/stats/2905,2023,45,60,0,67,0,,5 (45%),2 (18%),3 (27%),1 (9%),0.64,0.07,0,0.06,0.1
2905,Мэри Джейн,https://gomafia.pro/stats/2905,2024,27,25,0,40,0,,8 (53%),1 (7%),5 (33%),1 (7%),0.4,0.08,0,0.03,0
2909,Лавандa,https://gomafia.pro/stats/2909,2023,46,41,43,80,44,,74 (66%),14 (13%),15 (13%),9 (8%),0.59,0.13,0.08,0.04,0.08
2909,Лавандa,https://gomafia.pro/stats/2909,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2915,Дюханатор,https://gomafia.pro/stats/2915,2023,45,47,0,43,0,,15 (68%),0 (0%),7 (32%),0 (0%),0.5,0.07,0,0.04,0
2915,Дюханатор,https://gomafia.pro/stats/2915,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2959,Juicy,https://gomafia.pro/stats/2959,2023,45,44,0,0,50,,9 (82%),0 (0%),0 (0%),2 (18%),0.55,0,0.1,0.04,0
2959,Juicy,https://gomafia.pro/stats/2959,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2964,Ва банк,https://gomafia.pro/stats/2964,2023,55,67,100,50,0,,6 (55%),1 (9%),2 (18%),2 (18%),0.55,0.1,0,0.05,0.1
2964,Ва банк,https://gomafia.pro/stats/2964,2024,54,44,67,50,100,,18 (69%),3 (12%),2 (8%),3 (12%),0.62,0.2,0.3,0.01,0.03
2967,Nacho,https://gomafia.pro/stats/2967,2023,55,57,0,0,67,,7 (64%),1 (9%),0 (0%),3 (27%),0.64,0,0.1,0.06,0
2967,Nacho,https://gomafia.pro/stats/2967,2024,67,55,100,100,100,,11 (73%),1 (7%),2 (13%),1 (7%),0.53,0.1,0,0.04,0.2
2974,VP,https://gomafia.pro/stats/2974,2023,40,39,27,43,55,,69 (62%),11 (10%),21 (19%),11 (10%),0.63,0.07,0.1,0.05,0.07
2974,VP,https://gomafia.pro/stats/2974,2024,25,18,0,67,25,,28 (70%),2 (5%),6 (15%),4 (10%),0.5,0.13,0.1,0.03,0
3027,Полемист,https://gomafia.pro/stats/3027,2023,36,40,0,50,0,,5 (45%),2 (18%),4 (36%),0 (0%),0.45,0.03,0,0.08,0
3027,Полемист,https://gomafia.pro/stats/3027,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3077,Моцарт777,https://gomafia.pro/stats/3077,2023,33,38,67,25,14,,13 (48%),3 (11%),4 (15%),7 (26%),0.26,0.05,0,0.02,0.07
3077,Моцарт777,https://gomafia.pro/stats/3077,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3110,KROSS,https://gomafia.pro/stats/3110,2023,27,33,20,0,0,,6 (55%),5 (45%),0 (0%),0 (0%),0.27,0,0,0.03,0.02
3110,KROSS,https://gomafia.pro/stats/3110,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3125,Miklekarp,https://gomafia.pro/stats/3125,2023,40,38,42,39,47,,58 (55%),12 (11%),18 (17%),17 (16%),0.34,0.02,0.08,0.02,0.05
3125,Miklekarp,https://gomafia.pro/stats/3125,2024,48,50,0,80,0,,12 (57%),3 (14%),5 (24%),1 (5%),0.24,0.04,0,0.03,0
3126,Чернокнижник,https://gomafia.pro/stats/3126,2023,40,33,0,67,0,,12 (80%),0 (0%),3 (20%),0 (0%),1.27,0.17,0,0.12,0
3126,Чернокнижник,https://gomafia.pro/stats/3126,2024,41,40,17,55,50,,50 (67%),6 (8%),11 (15%),8 (11%),0.79,0.12,0.11,0.07,0.05
3145,KEEPER,https://gomafia.pro/stats/3145,2023,17,25,0,0,0,,8 (67%),0 (0%),2 (17%),2 (17%),0.25,0,0,0.04,0
3145,KEEPER,https://gomafia.pro/stats/3145,2024,42,35,33,58,64,,82 (57%),21 (15%),26 (18%),14 (10%),0.76,0.15,0.11,0.05,0.05
3168,Shavuha,https://gomafia.pro/stats/3168,2023,48,45,50,60,33,,29 (66%),2 (5%),10 (23%),3 (7%),0.36,0.04,0.07,0.03,0.1
3168,Shavuha,https://gomafia.pro/stats/3168,2024,18,0,50,50,0,,7 (64%),2 (18%),2 (18%),0 (0%),0.18,0,0,0.01,0.05
3197,Kenpachi,https://gomafia.pro/stats/3197,2023,33,21,33,56,40,,34 (57%),3 (5%),18 (30%),5 (8%),0.67,0.12,0.12,0.04,0
3197,Kenpachi,https://gomafia.pro/stats/3197,2024,44,37,44,65,61,,150 (66%),18 (8%),40 (18%),18 (8%),0.97,0.19,0.13,0.07,0.08
3219,Кот_Ученый,https://gomafia.pro/stats/3219,2023,33,20,29,67,67,,44 (64%),7 (10%),15 (22%),3 (4%),0.57,0.11,0.23,0.03,0.03
3219,Кот_Ученый,https://gomafia.pro/stats/3219,2024,50,50,0,67,0,,24 (75%),2 (6%),6 (19%),0 (0%),0.41,0.07,0,0.04,0
3242,Schiller,https://gomafia.pro/stats/3242,2023,43,37,62,33,100,,86 (65%),13 (10%),24 (18%),9 (7%),0.42,0.04,0.16,0.03,0.03
3242,Schiller,https://gomafia.pro/stats/3242,2024,45,42,31,58,58,,84 (61%),16 (12%),26 (19%),12 (9%),0.61,0.07,0.08,0.06,0.06
3289,Holy,https://gomafia.pro/stats/3289,2023,40,43,0,0,60,,7 (47%),1 (7%),2 (13%),5 (33%),0.4,0,0.08,0.03,0
3289,Holy,https://gomafia.pro/stats/3289,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3327,Грива,https://gomafia.pro/stats/3327,2023,45,20,100,33,100,,5 (45%),1 (9%),3 (27%),2 (18%),0.91,0.07,0.25,0.02,0.2
3327,Грива,https://gomafia.pro/stats/3327,2024,36,23,100,43,100,,13 (59%),1 (5%),7 (32%),1 (5%),0.91,0.14,0.3,0.05,0
3382,SuperNova,https://gomafia.pro/stats/3382,2023,25,14,0,33,100,,7 (58%),1 (8%),3 (25%),1 (8%),0.25,0,0.3,0,0
3382,SuperNova,https://gomafia.pro/stats/3382,2024,45,41,50,33,80,,27 (61%),6 (14%),6 (14%),5 (11%),0.59,0.1,0.08,0.05,0.03
3431,Чижик,https://gomafia.pro/stats/3431,2023,64,43,0,100,0,,7 (64%),0 (0%),4 (36%),0 (0%),0.64,0.13,0,0.03,0
3431,Чижик,https://gomafia.pro/stats/3431,2024,52,50,0,70,63,,20 (48%),4 (10%),10 (24%),8 (19%),0.81,0.11,0.14,0.06,0.03
3437,Грант,https://gomafia.pro/stats/3437,2023,42,47,0,38,50,,19 (58%),2 (6%),8 (24%),4 (12%),0.06,0.01,0,0.01,0
3437,Грант,https://gomafia.pro/stats/3437,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3527,Невывоз,https://gomafia.pro/stats/3527,2023,36,35,33,50,0,,17 (77%),3 (14%),2 (9%),0 (0%),0.36,0,0,0.04,0.03
3527,Невывоз,https://gomafia.pro/stats/3527,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3600,Юрист_RBC Tashkent,https://gomafia.pro/stats/3600,2023,33,43,0,20,50,,7 (47%),1 (7%),5 (33%),2 (13%),0.4,0,0.1,0.06,0
3600,Юрист_RBC Tashkent,https://gomafia.pro/stats/3600,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3633,Panamera,https://gomafia.pro/stats/3633,2023,64,71,0,50,100,,7 (64%),1 (9%),2 (18%),1 (9%),0.73,0,0.3,0.07,0
3633,Panamera,https://gomafia.pro/stats/3633,2024,48,53,33,0,67,,17 (68%),3 (12%),2 (8%),3 (12%),0.92,0,0.2,0.09,0.07
3637,VOROBUSHEK,https://gomafia.pro/stats/3637,2023,46,41,75,60,36,,44 (59%),4 (5%),15 (20%),11 (15%),0.76,0.12,0.09,0.05,0.18
3637,VOROBUSHEK,https://gomafia.pro/stats/3637,2024,36,25,0,50,100,,8 (73%),0 (0%),2 (18%),1 (9%),1,0.1,0.4,0.06,0
3720,Ret1w,https://gomafia.pro/stats/3720,2023,45,43,0,67,0,,7 (64%),0 (0%),3 (27%),1 (9%),0.82,0.17,0,0.06,0
3720,Ret1w,https://gomafia.pro/stats/3720,2024,44,42,21,58,58,,88 (64%),14 (10%),24 (17%),12 (9%),0.72,0.11,0.18,0.06,0.01
3726,ШЕФ27,https://gomafia.pro/stats/3726,2023,40,34,17,53,64,,56 (61%),6 (7%),19 (21%),11 (12%),0.64,0.08,0.15,0.04,0.05
3726,ШЕФ27,https://gomafia.pro/stats/3726,2024,35,28,50,42,67,,88 (66%),8 (6%),31 (23%),6 (5%),0.52,0.08,0.17,0.04,0.03
3798,ZABAVA,https://gomafia.pro/stats/3798,2023,40,17,50,67,50,,6 (40%),4 (27%),3 (20%),2 (13%),0.47,0.17,0,0.03,0
3798,ZABAVA,https://gomafia.pro/stats/3798,2024,45,32,75,67,29,,31 (53%),8 (14%),12 (21%),7 (12%),0.9,0.13,0.11,0.06,0.13
3822,Линетта,https://gomafia.pro/stats/3822,2023,27,29,0,33,0,,7 (64%),1 (9%),3 (27%),0 (0%),0.18,0.07,0,0,0
3822,Линетта,https://gomafia.pro/stats/3822,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3824,Bars,https://gomafia.pro/stats/3824,2023,36,37,0,50,0,,19 (86%),1 (5%),2 (9%),0 (0%),0.32,0,0,0.04,0
3824,Bars,https://gomafia.pro/stats/3824,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3828,Фрегат,https://gomafia.pro/stats/3828,2023,36,20,50,0,67,,5 (45%),2 (18%),1 (9%),3 (27%),0.27,0,0,0.06,0
3828,Фрегат,https://gomafia.pro/stats/3828,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3839,Телефон,https://gomafia.pro/stats/3839,2023,56,60,100,40,50,,15 (60%),1 (4%),5 (20%),4 (16%),0.2,0,0.08,0.01,0
3839,Телефон,https://gomafia.pro/stats/3839,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3859,Im,https://gomafia.pro/stats/3859,2023,9,0,0,50,0,,8 (73%),1 (9%),2 (18%),0 (0%),0.18,0,0,0.01,0.1
3859,Im,https://gomafia.pro/stats/3859,2024,48,43,67,67,0,,35 (67%),6 (12%),9 (17%),2 (4%),0.67,0.17,0,0.05,0.05
3905,Жокер,https://gomafia.pro/stats/3905,2023,45,33,0,60,0,,6 (55%),0 (0%),5 (45%),0 (0%),0.64,0.08,0,0.05,0
3905,Жокер,https://gomafia.pro/stats/3905,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3906,Iscander,https://gomafia.pro/stats/3906,2023,47,42,40,44,100,,26 (60%),5 (12%),9 (21%),3 (7%),0.42,0.07,0.17,0.02,0.04
3906,Iscander,https://gomafia.pro/stats/3906,2024,36,38,0,50,0,,8 (73%),1 (9%),2 (18%),0 (0%),0.45,0.25,0,0,0
3911,Олег,https://gomafia.pro/stats/3911,2023,45,50,0,100,0,,6 (55%),2 (18%),2 (18%),1 (9%),0.36,0.05,0,0.05,0
3911,Олег,https://gomafia.pro/stats/3911,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3926,Lord,https://gomafia.pro/stats/3926,2023,56,57,100,56,0,,21 (58%),3 (8%),9 (25%),3 (8%),0.47,0.06,0,0.02,0.23
3926,Lord,https://gomafia.pro/stats/3926,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3936,Месут,https://gomafia.pro/stats/3936,2023,43,41,50,33,75,,22 (59%),2 (5%),9 (24%),4 (11%),0.86,0.12,0.2,0.05,0.1
3936,Месут,https://gomafia.pro/stats/3936,2024,47,50,50,55,0,,22 (47%),10 (21%),11 (23%),4 (9%),0.64,0.14,0,0.04,0.07
3945,3аяц,https://gomafia.pro/stats/3945,2023,27,0,0,43,100,,5 (33%),2 (13%),7 (47%),1 (7%),0.6,0.07,0.4,0,0
3945,3аяц,https://gomafia.pro/stats/3945,2024,40,50,50,0,0,,6 (60%),2 (20%),2 (20%),0 (0%),0.3,0,0,0.03,0.05
3947,Boss1983,https://gomafia.pro/stats/3947,2023,41,38,0,43,100,,13 (59%),1 (5%),7 (32%),1 (5%),0.45,0,0,0.05,0.3
3947,Boss1983,https://gomafia.pro/stats/3947,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3959,Санёчек,https://gomafia.pro/stats/3959,2023,36,40,0,50,0,,5 (45%),2 (18%),4 (36%),0 (0%),0,0,0,0,0
3959,Санёчек,https://gomafia.pro/stats/3959,2024,20,0,33,25,0,,3 (30%),3 (30%),4 (40%),0 (0%),0.3,0.05,0,0,0.03
3972,404,https://gomafia.pro/stats/3972,2023,40,44,0,0,67,,9 (60%),0 (0%),3 (20%),3 (20%),0.27,0,0.03,0.03,0
3972,404,https://gomafia.pro/stats/3972,2024,55,36,100,80,67,,11 (55%),1 (5%),5 (25%),3 (15%),1.25,0.22,0.23,0.06,0
3976,Рейна,https://gomafia.pro/stats/3976,2023,22,14,29,38,33,,42 (62%),7 (10%),13 (19%),6 (9%),0.47,0.12,0.07,0.02,0.04
3976,Рейна,https://gomafia.pro/stats/3976,2024,49,51,50,44,46,,57 (62%),4 (4%),18 (20%),13 (14%),0.65,0.09,0.1,0.05,0.08
3996,Училka,https://gomafia.pro/stats/3996,2023,33,30,0,50,0,,10 (83%),0 (0%),2 (17%),0 (0%),0.5,0.05,0,0.05,0
3996,Училka,https://gomafia.pro/stats/3996,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4004,dj,https://gomafia.pro/stats/4004,2023,46,43,40,50,60,,14 (54%),5 (19%),2 (8%),5 (19%),0.23,0,0.12,0,0
