player_id,name,stats_url,year,overall_winrate,citizen_winrate,sheriff_winrate,mafia_winrate,don_winrate,total_games,citizen_games,sheriff_games,mafia_games,don_games,extra_points_avg_10_games,extra_points_mafia_avg,extra_points_don_avg,extra_points_citizen_avg,extra_points_sheriff_avg
4004,dj,https://gomafia.pro/stats/4004,2024,9,0,0,100,0,,8 (73%),0 (0%),1 (9%),2 (18%),0,0,0,0,0
4032,91,https://gomafia.pro/stats/4032,2023,36,25,50,83,0,,20 (61%),4 (12%),6 (18%),3 (9%),0.52,0.13,0,0.03,0.1
4032,91,https://gomafia.pro/stats/4032,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4036,Королева1,https://gomafia.pro/stats/4036,2023,47,40,0,67,50,,10 (67%),0 (0%),3 (20%),2 (13%),0.53,0,0.1,0.06,0
4036,Королева1,https://gomafia.pro/stats/4036,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4038,Банкир,https://gomafia.pro/stats/4038,2023,33,40,0,50,0,,10 (67%),2 (13%),2 (13%),1 (7%),0.13,0,0,0.02,0
4038,Банкир,https://gomafia.pro/stats/4038,2024,40,27,100,57,50,,15 (60%),1 (4%),7 (28%),2 (8%),0.72,0.09,0.2,0.05,0.1
4049,Ромео,https://gomafia.pro/stats/4049,2023,36,33,0,100,33,,24 (73%),3 (9%),3 (9%),3 (9%),0.82,0.3,0.13,0.06,0
4049,Ромео,https://gomafia.pro/stats/4049,2024,43,37,0,63,50,,19 (54%),2 (6%),8 (23%),6 (17%),0.51,0.09,0.07,0.04,0
4069,Баритон,https://gomafia.pro/stats/4069,2023,35,35,25,41,29,,48 (60%),8 (10%),17 (21%),7 (9%),0.5,0.09,0.06,0.04,0.01
4069,Баритон,https://gomafia.pro/stats/4069,2024,38,13,50,83,100,,15 (58%),4 (15%),6 (23%),1 (4%),0.77,0.15,0.3,0.03,0.1
4087,Мартиша,https://gomafia.pro/stats/4087,2023,30,20,50,100,0,,5 (50%),2 (20%),1 (10%),2 (20%),0.3,0.2,0,0,0.05
4087,Мартиша,https://gomafia.pro/stats/4087,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4088,Франт,https://gomafia.pro/stats/4088,2023,33,33,0,0,100,,9 (75%),1 (8%),1 (8%),1 (8%),0.17,0,0.1,0.01,0
4088,Франт,https://gomafia.pro/stats/4088,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4098,Визави,https://gomafia.pro/stats/4098,2023,33,33,0,40,0,,9 (60%),0 (0%),5 (33%),1 (7%),0.2,0.02,0,0.02,0
4098,Визави,https://gomafia.pro/stats/4098,2024,65,57,50,100,100,,14 (70%),2 (10%),2 (10%),2 (10%),0.75,0.2,0.2,0.04,0.05
4099,Сив,https://gomafia.pro/stats/4099,2023,40,25,33,100,67,,8 (53%),3 (20%),1 (7%),3 (20%),0.27,0,0,0.05,0
4099,Сив,https://gomafia.pro/stats/4099,2024,45,44,50,50,0,,16 (80%),2 (10%),2 (10%),0 (0%),1.4,0.15,0,0.13,0.25
4118,Dendy,https://gomafia.pro/stats/4118,2023,40,30,67,50,67,,27 (64%),3 (7%),6 (14%),6 (14%),0.67,0.08,0.1,0.03,0.27
4118,Dendy,https://gomafia.pro/stats/4118,2024,48,38,50,86,29,,37 (56%),8 (12%),14 (21%),7 (11%),0.7,0.13,0,0.06,0.09
4141,Scarlet,https://gomafia.pro/stats/4141,2023,37,33,56,28,47,,69 (54%),16 (13%),25 (20%),17 (13%),0.54,0.02,0.13,0.05,0.04
4141,Scarlet,https://gomafia.pro/stats/4141,2024,38,32,22,55,52,,130 (62%),18 (9%),40 (19%),21 (10%),0.7,0.11,0.14,0.05,0.02
4142,Mark,https://gomafia.pro/stats/4142,2023,33,25,25,60,40,,32 (63%),4 (8%),10 (20%),5 (10%),0.35,0.09,0.06,0.02,0
4142,Mark,https://gomafia.pro/stats/4142,2024,40,0,0,75,100,,4 (40%),1 (10%),4 (40%),1 (10%),0.9,0.15,0,0.08,0
4166,Дожути,https://gomafia.pro/stats/4166,2023,55,57,100,33,0,,7 (64%),1 (9%),3 (27%),0 (0%),0.82,0.1,0,0.06,0.2
4166,Дожути,https://gomafia.pro/stats/4166,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4195,Эль_Гномас,https://gomafia.pro/stats/4195,2023,41,37,33,67,50,,27 (61%),6 (14%),3 (7%),8 (18%),0.34,0,0.08,0.03,0.03
4195,Эль_Гномас,https://gomafia.pro/stats/4195,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4200,ОД,https://gomafia.pro/stats/4200,2023,46,47,38,53,20,,38 (56%),8 (12%),17 (25%),5 (7%),0.38,0.06,0.06,0.03,0.01
4200,ОД,https://gomafia.pro/stats/4200,2024,38,37,18,40,71,,49 (60%),11 (13%),15 (18%),7 (9%),0.89,0.07,0.23,0.09,0.04
4219,Страховщик,https://gomafia.pro/stats/4219,2023,27,25,33,0,33,,8 (53%),3 (20%),1 (7%),3 (20%),0.73,0,0.13,0.09,0
4219,Страховщик,https://gomafia.pro/stats/4219,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4237,Охотник,https://gomafia.pro/stats/4237,2023,18,13,0,33,0,,8 (73%),0 (0%),3 (27%),0 (0%),0.09,0,0,0.01,0
4237,Охотник,https://gomafia.pro/stats/4237,2024,43,23,67,50,100,,13 (62%),3 (14%),2 (10%),3 (14%),0.95,0.1,0.27,0.04,0.17
4262,MikroMaks,https://gomafia.pro/stats/4262,2023,27,50,0,0,0,,6 (55%),2 (18%),3 (27%),0 (0%),0.18,0,0,0.03,0
4262,MikroMaks,https://gomafia.pro/stats/4262,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4268,Олег24,https://gomafia.pro/stats/4268,2023,35,25,0,57,75,,16 (52%),4 (13%),7 (23%),4 (13%),0.42,0.06,0.08,0.04,0
4268,Олег24,https://gomafia.pro/stats/4268,2024,20,13,100,0,0,,8 (80%),1 (10%),1 (10%),0 (0%),0.5,0,0,0.04,0.2
4269,Клюква,https://gomafia.pro/stats/4269,2023,42,30,50,58,67,,33 (60%),4 (7%),12 (22%),6 (11%),0.71,0.11,0.17,0.04,0.05
4269,Клюква,https://gomafia.pro/stats/4269,2024,42,38,33,62,25,,32 (62%),3 (6%),13 (25%),4 (8%),0.73,0.14,0.05,0.06,0
4312,Энигма,https://gomafia.pro/stats/4312,2023,53,38,67,50,100,,8 (53%),3 (20%),2 (13%),2 (13%),0.73,0.2,0.2,0.04,0
4312,Энигма,https://gomafia.pro/stats/4312,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4317,Axe,https://gomafia.pro/stats/4317,2023,33,33,0,50,0,,12 (80%),0 (0%),2 (13%),1 (7%),0.47,0.15,0,0.03,0
4317,Axe,https://gomafia.pro/stats/4317,2024,40,11,0,75,100,,9 (60%),0 (0%),4 (27%),2 (13%),0.8,0.08,0.4,0.01,0
4353,Махач,https://gomafia.pro/stats/4353,2023,27,23,50,0,50,,13 (59%),2 (9%),3 (14%),4 (18%),0.45,0,0.13,0.02,0.1
4353,Махач,https://gomafia.pro/stats/4353,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4362,Дронов,https://gomafia.pro/stats/4362,2023,40,43,0,0,0,,14 (93%),0 (0%),1 (7%),0 (0%),0.47,0,0,0.05,0
4362,Дронов,https://gomafia.pro/stats/4362,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4365,zireael,https://gomafia.pro/stats/4365,2023,64,63,100,50,0,,8 (73%),1 (9%),2 (18%),0 (0%),0.45,0,0,0.03,0.3
4365,zireael,https://gomafia.pro/stats/4365,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4377,Тyман,https://gomafia.pro/stats/4377,2023,52,39,63,61,57,,23 (41%),8 (14%),18 (32%),7 (13%),0.75,0.08,0.13,0.06,0.06
4377,Тyман,https://gomafia.pro/stats/4377,2024,44,36,57,57,50,,67 (58%),14 (12%),23 (20%),12 (10%),0.79,0.13,0.13,0.06,0.08
4384,Карасик,https://gomafia.pro/stats/4384,2023,44,38,0,60,50,,32 (62%),1 (2%),15 (29%),4 (8%),0.58,0.07,0.13,0.05,0
4384,Карасик,https://gomafia.pro/stats/4384,2024,33,11,50,43,67,,9 (43%),2 (10%),7 (33%),3 (14%),0.48,0.09,0.1,0,0.05
4386,muteme,https://gomafia.pro/stats/4386,2023,53,57,0,60,50,,7 (47%),1 (7%),5 (33%),2 (13%),0.33,0,0,0.07,0
4386,muteme,https://gomafia.pro/stats/4386,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4387,Weiss,https://gomafia.pro/stats/4387,2023,33,36,0,50,0,,11 (73%),1 (7%),2 (13%),1 (7%),0.4,0.2,0,0.02,0
4387,Weiss,https://gomafia.pro/stats/4387,2024,53,43,33,100,50,,7 (47%),3 (20%),3 (20%),2 (13%),0.87,0.2,0.1,0.04,0.07
4394,Trickster,https://gomafia.pro/stats/4394,2023,18,17,50,0,0,,6 (55%),2 (18%),1 (9%),2 (18%),0,0,0,0,0
4394,Trickster,https://gomafia.pro/stats/4394,2024,43,50,40,33,0,,22 (63%),5 (14%),6 (17%),2 (6%),0.71,0.08,0,0.09,0.02
4407,МЕДВЕD,https://gomafia.pro/stats/4407,2023,64,83,100,50,0,,6 (55%),1 (9%),2 (18%),2 (18%),0.45,0.1,0,0.05,0
4407,МЕДВЕD,https://gomafia.pro/stats/4407,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4427,Bagirа,https://gomafia.pro/stats/4427,2023,20,0,0,67,0,,6 (60%),0 (0%),3 (30%),1 (10%),0.4,0.13,0,0,0
4427,Bagirа,https://gomafia.pro/stats/4427,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4471,Находка,https://gomafia.pro/stats/4471,2023,45,38,0,100,50,,8 (73%),0 (0%),1 (9%),2 (18%),0.73,0.2,0.15,0.04,0
4471,Находка,https://gomafia.pro/stats/4471,2024,46,37,83,50,50,,30 (58%),6 (12%),10 (19%),6 (12%),0.67,0.09,0.13,0.05,0.05
4479,Валькирия__4479,https://gomafia.pro/stats/4479,2023,27,60,0,0,0,,5 (45%),3 (27%),2 (18%),1 (9%),0.18,0,0,0.04,0
4479,Валькирия__4479,https://gomafia.pro/stats/4479,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4512,Снайи,https://gomafia.pro/stats/4512,2023,42,40,0,100,0,,10 (83%),1 (8%),1 (8%),0 (0%),0.42,0.2,0,0.03,0
4512,Снайи,https://gomafia.pro/stats/4512,2024,20,0,0,67,0,,4 (40%),2 (20%),3 (30%),1 (10%),0.5,0.17,0,0,0
4514,Лотсо,https://gomafia.pro/stats/4514,2023,56,57,75,60,33,,23 (53%),4 (9%),10 (23%),6 (14%),0.58,0.08,0.02,0.07,0.03
4514,Лотсо,https://gomafia.pro/stats/4514,2024,44,45,0,63,56,,29 (56%),6 (12%),8 (15%),9 (17%),0.63,0.08,0.1,0.06,0
4534,Феля,https://gomafia.pro/stats/4534,2023,38,31,0,60,100,,13 (62%),2 (10%),5 (24%),1 (5%),0.9,0.16,0.3,0.06,0
4534,Феля,https://gomafia.pro/stats/4534,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4536,Mr Stark,https://gomafia.pro/stats/4536,2023,48,57,20,50,0,,21 (68%),5 (16%),4 (13%),1 (3%),0.68,0.08,0,0.07,0.06
4536,Mr Stark,https://gomafia.pro/stats/4536,2024,36,25,50,50,0,,4 (36%),2 (18%),4 (36%),1 (9%),0.45,0,0,0.08,0.1
4574,Ragnarr,https://gomafia.pro/stats/4574,2023,30,43,0,0,0,,7 (70%),0 (0%),2 (20%),1 (10%),0.2,0,0,0.03,0
4574,Ragnarr,https://gomafia.pro/stats/4574,2024,46,44,40,71,38,,32 (56%),10 (18%),7 (12%),8 (14%),0.47,0.11,0.09,0.03,0.04
4634,Счастливая из Чехова,https://gomafia.pro/stats/4634,2023,27,29,100,0,0,,7 (64%),1 (9%),2 (18%),1 (9%),0.09,0,0,0.01,0
4634,Счастливая из Чехова,https://gomafia.pro/stats/4634,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4643,Вульф,https://gomafia.pro/stats/4643,2023,55,33,100,100,50,,6 (55%),1 (9%),2 (18%),2 (18%),0.64,0.1,0.15,0.03,0
4643,Вульф,https://gomafia.pro/stats/4643,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4759,Невеста,https://gomafia.pro/stats/4759,2023,40,32,50,41,57,,25 (44%),8 (14%),17 (30%),7 (12%),0.74,0.08,0.13,0.07,0.04
4759,Невеста,https://gomafia.pro/stats/4759,2024,36,27,0,83,50,,22 (67%),3 (9%),6 (18%),2 (6%),0.88,0.22,0.1,0.06,0
4765,Secret,https://gomafia.pro/stats/4765,2023,45,43,50,50,0,,7 (64%),2 (18%),2 (18%),0 (0%),0.64,0.1,0,0.06,0.05
4765,Secret,https://gomafia.pro/stats/4765,2024,42,43,33,0,75,,21 (68%),3 (10%),3 (10%),4 (13%),0.87,0,0.23,0.08,0.03
4766,Иной Агент,https://gomafia.pro/stats/4766,2023,55,40,0,67,100,,5 (45%),1 (9%),3 (27%),2 (18%),0.27,0.1,0,0,0
4766,Иной Агент,https://gomafia.pro/stats/4766,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4768,Bишня,https://gomafia.pro/stats/4768,2023,45,57,0,0,33,,7 (64%),1 (9%),0 (0%),3 (27%),0.09,0,0.03,0,0
4768,Bишня,https://gomafia.pro/stats/4768,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4770,Spy,https://gomafia.pro/stats/4770,2023,27,33,0,50,0,,6 (55%),2 (18%),2 (18%),1 (9%),0.55,0.2,0,0.03,0
4770,Spy,https://gomafia.pro/stats/4770,2024,40,38,100,40,25,,26 (55%),2 (4%),15 (32%),4 (9%),0.66,0.08,0,0.07,0.1
4776,Sokrat,https://gomafia.pro/stats/4776,2023,40,38,0,100,0,,8 (80%),1 (10%),1 (10%),0 (0%),0.8,0.3,0,0.06,0
4776,Sokrat,https://gomafia.pro/stats/4776,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4809,Авокадушка,https://gomafia.pro/stats/4809,2023,45,40,100,25,0,,5 (45%),2 (18%),4 (36%),0 (0%),0.55,0.08,0,0.06,0
4809,Авокадушка,https://gomafia.pro/stats/4809,2024,30,0,50,67,0,,5 (50%),2 (20%),3 (30%),0 (0%),0.5,0.1,0,0.02,0.05
4813,Тёмный,https://gomafia.pro/stats/4813,2023,55,60,0,0,0,,10 (91%),0 (0%),0 (0%),1 (9%),0.36,0,0,0.04,0
4813,Тёмный,https://gomafia.pro/stats/4813,2024,40,29,0,50,75,,7 (47%),2 (13%),2 (13%),4 (27%),0.8,0.15,0.2,0.01,0
4839,Kasya,https://gomafia.pro/stats/4839,2023,27,11,0,100,100,,9 (82%),0 (0%),1 (9%),1 (9%),0.18,0,0.2,0,0
4839,Kasya,https://gomafia.pro/stats/4839,2024,65,56,50,67,100,,18 (58%),2 (6%),6 (19%),5 (16%),1.26,0.15,0.28,0.08,0.1
4864,Миллионер,https://gomafia.pro/stats/4864,2023,36,38,100,0,0,,8 (73%),1 (9%),2 (18%),0 (0%),0.91,0,0,0.09,0.3
4864,Миллионер,https://gomafia.pro/stats/4864,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4887,Antonio,https://gomafia.pro/stats/4887,2023,42,32,71,60,0,,25 (66%),7 (18%),5 (13%),1 (3%),0.34,0.18,0,0,0.04
4887,Antonio,https://gomafia.pro/stats/4887,2024,46,40,52,63,48,,325 (63%),46 (9%),89 (17%),56 (11%),0.89,0.15,0.11,0.07,0.09
4962,Борец,https://gomafia.pro/stats/4962,2023,57,40,100,50,67,,10 (48%),4 (19%),4 (19%),3 (14%),0.86,0.13,0,0.07,0.15
4962,Борец,https://gomafia.pro/stats/4962,2024,48,40,33,78,50,,53 (67%),6 (8%),18 (23%),2 (3%),0.85,0.17,0.15,0.05,0.08
4968,Аффинаж,https://gomafia.pro/stats/4968,2023,45,40,0,67,100,,5 (45%),2 (18%),3 (27%),1 (9%),0.36,0.13,0,0,0
4968,Аффинаж,https://gomafia.pro/stats/4968,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4993,Вазовский,https://gomafia.pro/stats/4993,2023,55,50,50,0,75,,4 (36%),2 (18%),1 (9%),4 (36%),0.55,0,0.13,0.03,0
4993,Вазовский,https://gomafia.pro/stats/4993,2024,42,30,43,55,82,,70 (59%),7 (6%),31 (26%),11 (9%),0.64,0.11,0.13,0.04,0.04
5003,Эйен,https://gomafia.pro/stats/5003,2023,48,46,0,40,67,,13 (62%),0 (0%),5 (24%),3 (14%),0.9,0.12,0.23,0.05,0
5003,Эйен,https://gomafia.pro/stats/5003,2024,41,34,7,65,73,,64 (57%),14 (13%),23 (21%),11 (10%),1.07,0.18,0.16,0.09,0.04
5037,Чаплин,https://gomafia.pro/stats/5037,2023,48,38,0,57,100,,13 (62%),0 (0%),7 (33%),1 (5%),0.76,0.17,0.1,0.02,0
5037,Чаплин,https://gomafia.pro/stats/5037,2024,46,38,58,60,63,,170 (62%),33 (12%),52 (19%),19 (7%),1.09,0.14,0.2,0.09,0.1
5072,Шрам,https://gomafia.pro/stats/5072,2023,29,16,0,63,33,,19 (61%),1 (3%),8 (26%),3 (10%),0.32,0.09,0.07,0.01,0
5072,Шрам,https://gomafia.pro/stats/5072,2024,47,60,0,33,0,,10 (67%),1 (7%),3 (20%),1 (7%),0.87,0.1,0,0.1,0
5103,Mercy,https://gomafia.pro/stats/5103,2023,45,55,20,50,50,,11 (50%),5 (23%),4 (18%),2 (9%),0.45,0.13,0,0.05,0
5103,Mercy,https://gomafia.pro/stats/5103,2024,49,38,33,73,64,,40 (58%),3 (4%),15 (22%),11 (16%),0.72,0.14,0.14,0.03,0.1
5113,_Депутат_,https://gomafia.pro/stats/5113,2023,55,100,0,50,50,,2 (18%),1 (9%),6 (55%),2 (18%),0.91,0.17,0,0,0
5113,_Депутат_,https://gomafia.pro/stats/5113,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
5140,ADAМ,https://gomafia.pro/stats/5140,2023,38,41,67,27,0,,17 (53%),3 (9%),11 (34%),1 (3%),0.38,0.04,0,0.05,0
5140,ADAМ,https://gomafia.pro/stats/5140,2024,45,63,0,50,33,,8 (40%),3 (15%),6 (30%),3 (15%),0.8,0.17,0,0.08,0
5146,Инструктор на порше,https://gomafia.pro/stats/5146,2023,45,33,0,100,100,,9 (82%),0 (0%),1 (9%),1 (9%),0.36,0.1,0.3,0,0
5146,Инструктор на порше,https://gomafia.pro/stats/5146,2024,57,57,100,40,100,,14 (67%),1 (5%),5 (24%),1 (5%),0.62,0.12,0.1,0.04,0
5149,Kilaaahhhh,https://gomafia.pro/stats/5149,2023,27,22,0,100,0,,9 (82%),0 (0%),1 (9%),1 (9%),0.45,0.2,0,0.03,0
5149,Kilaaahhhh,https://gomafia.pro/stats/5149,2024,50,45,60,40,100,,11 (50%),5 (23%),5 (23%),1 (5%),1.27,0.1,0.2,0.1,0.2
5151,Нюанс,https://gomafia.pro/stats/5151,2023,42,33,33,100,100,,24 (77%),3 (10%),2 (6%),2 (6%),0.84,0.25,0.2,0.07,0
5151,Нюанс,https://gomafia.pro/stats/5151,2024,46,43,64,53,20,,70 (68%),11 (11%),17 (17%),5 (5%),0.87,0.15,0.08,0.07,0.1
5152,Wi,https://gomafia.pro/stats/5152,2023,18,22,0,0,0,,9 (82%),0 (0%),2 (18%),0 (0%),0.36,0.1,0,0.02,0
5152,Wi,https://gomafia.pro/stats/5152,2024,42,40,17,50,55,,50 (60%),6 (7%),16 (19%),11 (13%),0.58,0.08,0.15,0.04,0
5153,Gazan,https://gomafia.pro/stats/5153,2023,27,0,33,40,0,,2 (18%),3 (27%),5 (45%),1 (9%),0.27,0.04,0,0,0.03
5153,Gazan,https://gomafia.pro/stats/5153,2024,42,22,50,50,100,,18 (50%),4 (11%),10 (28%),4 (11%),0.86,0.09,0.28,0.05,0.05
5179,Blackso,https://gomafia.pro/stats/5179,2023,18,20,0,25,0,,5 (45%),0 (0%),4 (36%),2 (18%),0.82,0.05,0,0.14,0
5179,Blackso,https://gomafia.pro/stats/5179,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
5232,Squo,https://gomafia.pro/stats/5232,2023,40,33,50,50,0,,6 (60%),2 (20%),2 (20%),0 (0%),0.4,0,0,0.03,0.1
5232,Squo,https://gomafia.pro/stats/5232,2024,60,59,0,67,100,,17 (68%),1 (4%),6 (24%),1 (4%),0.8,0.12,0,0.08,0
5249,Биба,https://gomafia.pro/stats/5249,2023,40,33,0,50,0,,6 (60%),0 (0%),4 (40%),0 (0%),0.8,0.1,0,0.07,0
5249,Биба,https://gomafia.pro/stats/5249,2024,43,41,40,50,50,,27 (61%),5 (11%),8 (18%),4 (9%),1.02,0.1,0.13,0.1,0.1
5270,Гробовщик.,https://gomafia.pro/stats/5270,2023,47,48,40,55,33,,54 (71%),5 (7%),11 (14%),6 (8%),0.53,0.07,0.12,0.05,0
5270,Гробовщик.,https://gomafia.pro/stats/5270,2024,40,29,50,57,57,,126 (58%),20 (9%),51 (23%),21 (10%),0.71,0.09,0.11,0.06,0.05
5276,Бобёр,https://gomafia.pro/stats/5276,2023,31,28,33,50,0,,18 (69%),6 (23%),2 (8%),0 (0%),0.27,0,0,0.03,0.02
5276,Бобёр,https://gomafia.pro/stats/5276,2024,50,39,0,83,60,,33 (63%),2 (4%),12 (23%),5 (10%),0.85,0.15,0.14,0.06,0
5282,Строитель1,https://gomafia.pro/stats/5282,2023,18,0,0,40,0,,5 (45%),0 (0%),5 (45%),1 (9%),0.55,0.1,0,0.02,0
5282,Строитель1,https://gomafia.pro/stats/5282,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
5286,Shaggy,https://gomafia.pro/stats/5286,2023,46,47,40,33,67,,15 (58%),5 (19%),3 (12%),3 (12%),0.85,0.07,0.27,0.07,0.04
5286,Shaggy,https://gomafia.pro/stats/5286,2024,54,46,50,73,78,,93 (61%),20 (13%),22 (14%),18 (12%),1.03,0.14,0.2,0.09,0.06
5306,Endurance,https://gomafia.pro/stats/5306,2023,39,37,0,50,67,,19 (61%),3 (10%),6 (19%),3 (10%),0.55,0.07,0.23,0.03,0
5306,Endurance,https://gomafia.pro/stats/5306,2024,42,36,36,58,53,,230 (59%),45 (11%),79 (20%),38 (10%),0.88,0.14,0.12,0.07,0.06
5324,Диплодок,https://gomafia.pro/stats/5324,2023,47,43,0,60,100,,7 (47%),2 (13%),5 (33%),1 (7%),0.93,0.14,0.3,0.06,0
5324,Диплодок,https://gomafia.pro/stats/5324,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
5371,NøBest,https://gomafia.pro/stats/5371,2023,47,38,100,0,0,,8 (53%),4 (27%),1 (7%),2 (13%),0.6,0,0,0.05,0.13
5371,NøBest,https://gomafia.pro/stats/5371,2024,40,26,27,69,71,,34 (52%),11 (17%),13 (20%),7 (11%),0.74,0.15,0.1,0.04,0.07
5382,Thunder,https://gomafia.pro/stats/5382,2023,55,63,0,50,0,,8 (73%),0 (0%),2 (18%),1 (9%),1.09,0,0,0.15,0
5382,Thunder,https://gomafia.pro/stats/5382,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
5400,Луна1,https://gomafia.pro/stats/5400,2023,45,44,0,100,0,,9 (82%),0 (0%),1 (9%),1 (9%),0.73,0,0,0.09,0
5400,Луна1,https://gomafia.pro/stats/5400,2024,53,43,50,100,50,,7 (47%),2 (13%),2 (13%),4 (27%),1.2,0.3,0.13,0.06,0.15
5443,Duncan MacLeod,https://gomafia.pro/stats/5443,2023,55,60,67,50,0,,5 (45%),3 (27%),2 (18%),1 (9%),1.18,0.05,0.1,0.18,0.07
5443,Duncan MacLeod,https://gomafia.pro/stats/5443,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
5478,Dm,https://gomafia.pro/stats/5478,2023,36,27,0,40,100,,15 (68%),0 (0%),5 (23%),2 (9%),0.41,0.04,0.1,0.03,0
5478,Dm,https://gomafia.pro/stats/5478,2024,45,33,67,50,67,,18 (55%),6 (18%),6 (18%),3 (9%),0.82,0.13,0.17,0.04,0.12
5521,Лиса.,https://gomafia.pro/stats/5521,2023,64,57,0,100,100,,7 (64%),1 (9%),2 (18%),1 (9%),0.55,0,0,0.09,0
5521,Лиса.,https://gomafia.pro/stats/5521,2024,45,40,0,100,0,,10 (91%),0 (0%),1 (9%),0 (0%),0.91,0.3,0,0.07,0
5592,kR0t,https://gomafia.pro/stats/5592,2023,43,40,33,100,0,,10 (71%),3 (21%),1 (7%),0 (0%),0.43,0,0,0.06,0
5592,kR0t,https://gomafia.pro/stats/5592,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
5655,Зефиркa,https://gomafia.pro/stats/5655,2023,55,50,100,100,0,,8 (73%),1 (9%),1 (9%),1 (9%),0.64,0.2,0,0.04,0.2
5655,Зефиркa,https://gomafia.pro/stats/5655,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
10,Mavl,https://gomafia.pro/stats/10,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
10,Mavl,https://gomafia.pro/stats/10,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
19,МонЕ,https://gomafia.pro/stats/19,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
19,МонЕ,https://gomafia.pro/stats/19,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
24,Декстер,https://gomafia.pro/stats/24,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
24,Декстер,https://gomafia.pro/stats/24,2024,60,40,100,100,50,,5 (50%),1 (10%),2 (20%),2 (20%),1.3,0.15,0.2,0.06,0.3
26,sluggy,https://gomafia.pro/stats/26,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
26,sluggy,https://gomafia.pro/stats/26,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
34,Kamille,https://gomafia.pro/stats/34,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
34,Kamille,https://gomafia.pro/stats/34,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
